b'id',b'key',b'value',b'type' 
348959209,b'railway',b'halt',b'abandoned'
348959672,b'power',b'tower',b'regular'
348959684,b'disused',b'yes',b'regular'
348959684,b'name',b'Sarnia',b'regular'
348959684,b'railway',b'station',b'regular'
348959800,b'disused',b'yes',b'regular'
348959800,b'name',b'Glen Park',b'regular'
348959800,b'railway',b'station',b'regular'
348959843,b'railway',b'level_crossing',b'regular'
348959928,b'name',b'Northdene',b'regular'
348959928,b'railway',b'station',b'regular'
348960086,b'name',b'Escombe',b'regular'
348960086,b'railway',b'station',b'regular'
348960219,b'name',b'Malvern',b'regular'
348960219,b'railway',b'station',b'regular'
348960291,b'name',"b""Poet's Corner""",b'regular'
348960291,b'railway',b'station',b'regular'
348960344,b'railway',b'level_crossing',b'regular'
348960363,b'name',b'Hillary',b'regular'
348960363,b'railway',b'station',b'regular'
348962300,b'railway',b'buffer_stop',b'regular'
348967764,b'name',b'Havenside',b'regular'
348967764,b'railway',b'station',b'regular'
348967836,b'name',b'Bayview',b'regular'
348967836,b'railway',b'station',b'regular'
348967865,b'name',b'Westcliff',b'regular'
348967865,b'railway',b'station',b'regular'
348967915,b'name',b'Chatsglen',b'regular'
348967915,b'railway',b'station',b'regular'
348968265,b'name',b'Umlazi',b'regular'
348968265,b'railway',b'station',b'regular'
348968348,b'name',b'Lindokuhle',b'regular'
348968348,b'railway',b'station',b'regular'
348968471,b'name',b'Zwelethu',b'regular'
348968471,b'railway',b'station',b'regular'
348968547,b'name',b'Pelgrim',b'regular'
348968547,b'railway',b'station',b'regular'
348968567,b'name',b'Isipingo',b'regular'
348968567,b'railway',b'station',b'regular'
348969440,b'name',b'Thornwood',b'regular'
348969440,b'railway',b'station',b'regular'
348969548,b'name',b'Situndu Hills',b'regular'
348969548,b'railway',b'station',b'regular'
348972020,b'name',b'Congella',b'regular'
348972020,b'railway',b'station',b'regular'
348972150,b'name',b'Umbilo',b'regular'
348972150,b'railway',b'station',b'regular'
348972170,b'name',b'Rossburgh',b'regular'
348972170,b'railway',b'station',b'regular'
348972745,b'railway',b'level_crossing',b'regular'
348972785,b'railway',b'level_crossing',b'regular'
348972810,b'railway',b'level_crossing',b'regular'
348973750,b'railway',b'buffer_stop',b'regular'
348973763,b'railway',b'buffer_stop',b'regular'
348974448,b'railway',b'buffer_stop',b'regular'
348974455,b'railway',b'buffer_stop',b'regular'
348975360,b'railway',b'level_crossing',b'regular'
348975362,b'railway',b'level_crossing',b'regular'
348975727,b'name',b'Bellair',b'regular'
348975727,b'railway',b'station',b'regular'
348975783,b'name',b'Sea View',b'regular'
348975783,b'railway',b'station',b'regular'
348975888,b'name',b'Mariannhill',b'regular'
348975888,b'railway',b'station',b'regular'
348976092,b'name',b'Klaarwater',b'regular'
348976092,b'railway',b'station',b'regular'
348976230,b'name',b'Shallcross',b'regular'
348976230,b'railway',b'station',b'regular'
348976369,b'name',b'Burlington',b'regular'
348976369,b'railway',b'station',b'regular'
348977861,b'name',"b""Duff's Road""",b'regular'
348977861,b'railway',b'station',b'regular'
348978059,b'name',b'Effingham',b'regular'
348978059,b'railway',b'station',b'regular'
348978461,b'railway',b'level_crossing',b'regular'
348978489,b'railway',b'level_crossing',b'regular'
348978586,b'railway',b'level_crossing',b'regular'
348978618,b'railway',b'level_crossing',b'regular'
348978732,b'railway',b'level_crossing',b'regular'
348978750,b'railway',b'level_crossing',b'regular'
348978752,b'railway',b'level_crossing',b'regular'
348978793,b'railway',b'level_crossing',b'regular'
348978812,b'railway',b'level_crossing',b'regular'
348978840,b'railway',b'level_crossing',b'regular'
348978849,b'railway',b'level_crossing',b'regular'
348978878,b'railway',b'level_crossing',b'regular'
348978887,b'railway',b'level_crossing',b'regular'
348978898,b'railway',b'level_crossing',b'regular'
348978910,b'railway',b'level_crossing',b'regular'
348979019,b'railway',b'switch',b'regular'
348979135,b'railway',b'switch',b'regular'
348979202,b'railway',b'switch',b'regular'
348979248,b'railway',b'switch',b'regular'
348979269,b'railway',b'switch',b'regular'
348979283,b'railway',b'switch',b'regular'
348979294,b'railway',b'switch',b'regular'
348979297,b'railway',b'switch',b'regular'
348979319,b'railway',b'switch',b'regular'
348979498,b'railway',b'switch',b'regular'
348979639,b'railway',b'switch',b'regular'
348981923,b'name',b'Umgeni',b'regular'
348981923,b'railway',b'station',b'regular'
348982134,b'name',b'Wests',b'regular'
348982134,b'railway',b'station',b'regular'
348982700,b'name',b'Island View',b'regular'
348982700,b'railway',b'station',b'regular'
348986546,b'railway',b'level_crossing',b'regular'
348988274,b'name',b'Wentworth',b'regular'
348988274,b'railway',b'station',b'regular'
348988831,b'name',b'Jacobs',b'regular'
348988831,b'railway',b'station',b'regular'
348988966,b'name',b'Montclair',b'regular'
348988966,b'railway',b'station',b'regular'
348988997,b'name',b'Clairwood',b'regular'
348988997,b'railway',b'station',b'regular'
348989848,b'name',b'Merebank',b'regular'
348989848,b'railway',b'station',b'regular'
348992139,b'railway',b'buffer_stop',b'regular'
348992716,b'name',b'kwaMnyandu',b'regular'
348992716,b'railway',b'station',b'regular'
369780483,b'leisure',b'water_park',b'regular'
369780483,b'name',b'Tidal Pool',b'regular'
369780487,b'amenity',b'fast_food',b'regular'
369780487,b'cuisine',b'regional',b'regular'
369780487,b'name',b'Casbah',b'regular'
369813586,b'amenity',b'fuel',b'regular'
369819989,b'name',b'Pick n Pay Super',b'regular'
369819989,b'shop',b'supermarket',b'regular'
369819993,b'leisure',b'sports_centre',b'regular'
369819993,b'name',b'Virgin Active',b'regular'
369819993,b'sport',b'Gym',b'regular'
369820001,b'amenity',b'bank',b'regular'
369820001,b'atm',b'yes',b'regular'
369820004,b'shop',b'video',b'regular'
369820013,b'amenity',b'doctors',b'regular'
369820013,b'name',b'Medical Centre',b'regular'
369820015,b'amenity',b'pharmacy',b'regular'
369820015,b'dispensing',b'yes',b'regular'
369823485,b'name',b'Spar',b'regular'
369823485,b'shop',b'supermarket',b'regular'
369827450,b'amenity',b'hospital',b'regular'
369827450,b'name',b'King Edward III Hospital - Casualty',b'regular'
369827454,b'amenity',b'hospital',b'regular'
369827454,b'name',b'King Edward III Hospital',b'regular'
369827457,b'amenity',b'university',b'regular'
369827457,b'name',b'Medschool',b'regular'
369849577,b'highway',b'traffic_signals',b'regular'
393397996,b'amenity',b'restaurant',b'regular'
393397996,b'cuisine',b'regional',b'regular'
393397996,b'name',b'Steers',b'regular'
404460384,b'name',b'Nomads',b'regular'
404460384,b'tourism',b'hostel',b'regular'
436472762,b'amenity',b'fuel',b'regular'
436472762,b'name',b'Cowey Centre Motors',b'regular'
436472762,b'operator',b'Caltex',b'regular'
436472762,b'shop',b'convenience',b'regular'
436473076,b'name',b'Woolworths Food',b'regular'
436473076,b'shop',b'supermarket',b'regular'
436473077,b'amenity',b'parking',b'regular'
436473077,b'capacity',b'10',b'regular'
436473077,b'disabled',b'unknown',b'capacity'
436473077,b'name',b'Woolworths Parking',b'regular'
436473077,b'parking',b'surface',b'regular'
439494889,b'highway',b'traffic_signals',b'regular'
440725869,b'railway',b'switch',b'regular'
444870641,b'railway',b'level_crossing',b'regular'
444870642,b'railway',b'level_crossing',b'regular'
444870644,b'railway',b'level_crossing',b'regular'
444870645,b'railway',b'level_crossing',b'regular'
444902959,b'railway',b'level_crossing',b'regular'
444902976,b'leisure',b'slipway',b'regular'
444962398,b'railway',b'level_crossing',b'regular'
444962412,b'railway',b'level_crossing',b'regular'
444962428,b'railway',b'level_crossing',b'regular'
444962431,b'railway',b'level_crossing',b'regular'
444962444,b'railway',b'level_crossing',b'regular'
444962445,b'railway',b'level_crossing',b'regular'
444962448,b'railway',b'level_crossing',b'regular'
444962450,b'railway',b'level_crossing',b'regular'
444962451,b'railway',b'level_crossing',b'regular'
444962453,b'railway',b'level_crossing',b'regular'
444962459,b'railway',b'level_crossing',b'regular'
444962462,b'railway',b'level_crossing',b'regular'
444962481,b'railway',b'level_crossing',b'regular'
444962484,b'railway',b'level_crossing',b'regular'
444989420,b'railway',b'level_crossing',b'regular'
444989424,b'railway',b'level_crossing',b'regular'
444989425,b'railway',b'level_crossing',b'regular'
444989426,b'railway',b'level_crossing',b'regular'
444989427,b'railway',b'level_crossing',b'regular'
444989428,b'railway',b'level_crossing',b'regular'
444989429,b'railway',b'level_crossing',b'regular'
444989430,b'railway',b'level_crossing',b'regular'
444989431,b'railway',b'level_crossing',b'regular'
444989432,b'railway',b'level_crossing',b'regular'
444989433,b'railway',b'level_crossing',b'regular'
444989434,b'railway',b'level_crossing',b'regular'
444989443,b'railway',b'level_crossing',b'regular'
444989444,b'railway',b'level_crossing',b'regular'
445012809,b'railway',b'level_crossing',b'regular'
445012831,b'railway',b'level_crossing',b'regular'
448911472,b'highway',b'turning_circle',b'regular'
448911527,b'highway',b'turning_circle',b'regular'
448911617,b'highway',b'turning_circle',b'regular'
450877439,b'amenity',b'hospital',b'regular'
450877439,b'name',b'Entabeni Hospital',b'regular'
471355954,b'amenity',b'hospital',b'regular'
471355954,b'emergency',b'yes',b'regular'
471355954,b'name',b'Inkosi Albert Luthuli Central Hospital',b'regular'
471355954,b'website',b'http://www.ialch.co.za/',b'regular'
472594447,b'highway',b'turning_circle',b'regular'
473440813,b'amenity',b'school',b'regular'
473440813,b'name',b'Genardle Junior Primary',b'regular'
476442129,b'natural',b'spring',b'regular'
476442234,b'natural',b'spring',b'regular'
476442520,b'natural',b'spring',b'regular'
476442547,b'natural',b'spring',b'regular'
476442631,b'natural',b'spring',b'regular'
476442763,b'natural',b'spring',b'regular'
476442884,b'natural',b'spring',b'regular'
476443042,b'natural',b'spring',b'regular'
476452839,b'natural',b'spring',b'regular'
483637463,b'amenity',b'police',b'regular'
483637463,b'name',b'Brighton Beach Police Station',b'regular'
498714817,b'access',b'yes',b'regular'
498714817,b'barrier',b'lift_gate',b'regular'
510102468,b'highway',b'turning_circle',b'regular'
510102468,b'noexit',b'yes',b'regular'
510103064,b'highway',b'turning_circle',b'regular'
510103064,b'noexit',b'yes',b'regular'
510103068,b'highway',b'turning_circle',b'regular'
510103068,b'noexit',b'yes',b'regular'
510103091,b'highway',b'turning_circle',b'regular'
510103091,b'noexit',b'yes',b'regular'
510103113,b'highway',b'turning_circle',b'regular'
510103113,b'noexit',b'yes',b'regular'
510103154,b'highway',b'turning_circle',b'regular'
510103154,b'noexit',b'yes',b'regular'
510103207,b'direction',b'backward',b'regular'
510103207,b'highway',b'give_way',b'regular'
510103212,b'direction',b'forward',b'regular'
510103212,b'highway',b'give_way',b'regular'
510103623,b'highway',b'turning_circle',b'regular'
510103623,b'noexit',b'yes',b'regular'
510103929,b'barrier',b'gate',b'regular'
510103929,b'bicycle',b'no',b'regular'
510103929,b'foot',b'no',b'regular'
510104012,b'highway',b'turning_circle',b'regular'
510104021,b'highway',b'turning_circle',b'regular'
510104431,b'aeroway',b'helipad',b'regular'
510104431,b'airport_helipad',b'no',b'regular'
510104780,b'highway',b'turning_circle',b'regular'
510105973,b'highway',b'motorway_junction',b'regular'
510105973,b'ref',b'13',b'regular'
510106259,b'highway',b'motorway_junction',b'regular'
510106259,b'ref',b'12',b'regular'
510107248,b'highway',b'motorway_junction',b'regular'
510107248,b'ref',b'12',b'regular'
510107951,b'highway',b'motorway_junction',b'regular'
510107951,b'ref',b'11',b'regular'
510108315,b'highway',b'motorway_junction',b'regular'
510108315,b'ref',b'9',b'regular'
510108361,b'highway',b'motorway_junction',b'regular'
510108361,b'ref',b'10',b'regular'
510108468,b'highway',b'motorway_junction',b'regular'
510108468,b'ref',b'10',b'regular'
510109341,b'barrier',b'gate',b'regular'
510109341,b'name',b'UKZN Westville Campus - Pitlochry Road Entrance',b'regular'
510114171,b'highway',b'turning_circle',b'regular'
510114285,b'highway',b'turning_circle',b'regular'
510116349,b'highway',b'motorway_junction',b'regular'
510116349,b'ref',b'9',b'regular'
510118415,b'highway',b'motorway_junction',b'regular'
510118415,b'ref',b'7',b'regular'
510118908,b'highway',b'traffic_signals',b'regular'
510120208,b'highway',b'turning_circle',b'regular'
510120242,b'highway',b'turning_circle',b'regular'
510120647,b'barrier',b'gate',b'regular'
510120647,b'name',b'UKZN Westville Campus - University Road Entrance',b'regular'
510120678,b'highway',b'mini_roundabout',b'regular'
510121229,b'highway',b'motorway_junction',b'regular'
510121229,b'ref',b'7',b'regular'
510121453,b'highway',b'turning_circle',b'regular'
533078740,b'highway',b'turning_circle',b'regular'
533082085,b'highway',b'incline_steep',b'regular'
533082726,b'location',b'outdoor',b'regular'
533082726,b'power',b'substation',b'regular'
533082726,b'substation',b'distribution',b'regular'
533084261,b'highway',b'motorway_junction',b'regular'
533084261,b'name',b'M5 Main Road',b'regular'
533084261,b'ref',b'12',b'regular'
533085043,b'highway',b'motorway_junction',b'regular'
533085043,b'name',b'M5 Main Road',b'regular'
533085043,b'ref',b'12',b'regular'
533086273,b'highway',b'motorway_junction',b'regular'
533086273,b'name',b'M34 Hans Dettman highway',b'regular'
533086273,b'ref',b'14',b'regular'
533086362,b'highway',b'motorway_junction',b'regular'
533086362,b'name',b'M34 Hans Dettman highway',b'regular'
533086362,b'ref',b'14',b'regular'
533088622,b'highway',b'turning_circle',b'regular'
533091108,b'housenumber',b'45',b'addr'
533091108,b'street',b'Haslam Road',b'addr'
533091108,b'barrier',b'lift_gate',b'regular'
533091579,b'highway',b'motorway_junction',b'regular'
533091579,b'name',b'Bellville Rd',b'regular'
533091579,b'ref',b'7',b'regular'
533091673,b'highway',b'traffic_signals',b'regular'
533091708,b'highway',b'traffic_signals',b'regular'
533092537,b'highway',b'motorway_junction',b'regular'
533092537,b'name',b'Bellville Rd',b'regular'
533092537,b'ref',b'7',b'regular'
533093395,b'highway',b'turning_circle',b'regular'
537121547,b'highway',b'turning_circle',b'regular'
537121550,b'highway',b'turning_circle',b'regular'
537121956,b'highway',b'turning_circle',b'regular'
537122096,b'highway',b'turning_circle',b'regular'
537122098,b'highway',b'turning_circle',b'regular'
537122107,b'highway',b'turning_circle',b'regular'
537122354,b'highway',b'turning_circle',b'regular'
537122883,b'crossing',b'unmarked',b'regular'
537122883,b'highway',b'stop',b'regular'
537122893,b'highway',b'turning_circle',b'regular'
537122899,b'crossing',b'traffic_signals',b'regular'
537122899,b'highway',b'traffic_signals',b'regular'
537124379,b'highway',b'turning_circle',b'regular'
537124379,b'noexit',b'yes',b'regular'
537124385,b'highway',b'turning_circle',b'regular'
537124385,b'noexit',b'yes',b'regular'
537124517,b'highway',b'turning_circle',b'regular'
537124569,b'highway',b'motorway_junction',b'regular'
537124569,b'name',b'M7 Queensburgh',b'regular'
537124569,b'ref',b'20',b'regular'
537124571,b'highway',b'turning_circle',b'regular'
537124659,b'highway',b'turning_circle',b'regular'
537124725,b'highway',b'turning_circle',b'regular'
537124726,b'highway',b'turning_circle',b'regular'
537124899,b'highway',b'turning_circle',b'regular'
537124960,b'highway',b'motorway_junction',b'regular'
537124960,b'name',b'N3 Pietermaritzburg',b'regular'
537124960,b'ref',b'20',b'regular'
537125246,b'highway',b'turning_circle',b'regular'
537125744,b'highway',b'traffic_signals',b'regular'
537125751,b'highway',b'traffic_signals',b'regular'
537125923,b'highway',b'motorway_junction',b'regular'
537125923,b'ref',b'17',b'regular'
537125993,b'highway',b'traffic_signals',b'regular'
537126000,b'highway',b'traffic_signals',b'regular'
537126026,b'highway',b'traffic_signals',b'regular'
537126111,b'highway',b'traffic_signals',b'regular'
537126120,b'highway',b'turning_circle',b'regular'
537126330,b'highway',b'traffic_signals',b'regular'
537126379,b'highway',b'motorway_junction',b'regular'
537126379,b'name',b'Paradise Valley Interchange',b'regular'
537126379,b'ref',b'15',b'regular'
537126384,b'highway',b'motorway_junction',b'regular'
537126384,b'ref',b'16',b'regular'
537127234,b'highway',b'turning_circle',b'regular'
537127266,b'highway',b'traffic_signals',b'regular'
537127282,b'highway',b'traffic_signals',b'regular'
537127288,b'highway',b'traffic_signals',b'regular'
537127290,b'highway',b'traffic_signals',b'regular'
537127294,b'highway',b'traffic_signals',b'regular'
537127297,b'highway',b'traffic_signals',b'regular'
537127299,b'highway',b'traffic_signals',b'regular'
537127306,b'crossing',b'traffic_signals',b'regular'
537127306,b'highway',b'traffic_signals',b'regular'
537127420,b'highway',b'traffic_signals',b'regular'
537127421,b'highway',b'traffic_signals',b'regular'
537127425,b'crossing',b'zebra',b'regular'
537127425,b'highway',b'crossing',b'regular'
537127440,b'highway',b'traffic_signals',b'regular'
537127442,b'highway',b'traffic_signals',b'regular'
537127458,b'highway',b'traffic_signals',b'regular'
537127467,b'highway',b'traffic_signals',b'regular'
537127467,b'traffic_signals',b'signal',b'regular'
537127516,b'highway',b'traffic_signals',b'regular'
537127520,b'highway',b'traffic_signals',b'regular'
537127615,b'highway',b'traffic_signals',b'regular'
537127633,b'highway',b'traffic_signals',b'regular'
537127900,b'highway',b'traffic_signals',b'regular'
537127925,b'highway',b'stop',b'regular'
537128554,b'highway',b'motorway_junction',b'regular'
537128554,b'ref',b'13',b'regular'
552486883,b'noexit',b'yes',b'regular'
552487070,b'noexit',b'yes',b'regular'
552487178,b'noexit',b'yes',b'regular'
552487191,b'noexit',b'yes',b'regular'
552487222,b'noexit',b'yes',b'regular'
552487527,b'noexit',b'yes',b'regular'
552487713,b'noexit',b'yes',b'regular'
552487717,b'noexit',b'yes',b'regular'
552488260,b'noexit',b'yes',b'regular'
552488288,b'noexit',b'yes',b'regular'
552488295,b'noexit',b'yes',b'regular'
552488348,b'noexit',b'yes',b'regular'
552491155,b'noexit',b'yes',b'regular'
552491170,b'noexit',b'yes',b'regular'
552491177,b'noexit',b'yes',b'regular'
552495712,b'highway',b'traffic_signals',b'regular'
552497591,b'noexit',b'yes',b'regular'
552502539,b'highway',b'turning_circle',b'regular'
552502541,b'highway',b'turning_circle',b'regular'
553953990,b'source',b'eThekwini Metro',b'regular'
553955474,b'noexit',b'yes',b'regular'
554071783,b'highway',b'turning_circle',b'regular'
557789638,b'highway',b'traffic_signals',b'regular'
557789647,b'highway',b'motorway_junction',b'regular'
557789647,b'name',b'M45 Nandi Dr',b'regular'
557789647,b'ref',b'174',b'regular'
557789763,b'highway',b'turning_circle',b'regular'
557789771,b'amenity',b'fuel',b'regular'
557789771,b'opening_hours',b'24/7',b'regular'
557789773,b'highway',b'turning_circle',b'regular'
557789809,b'highway',b'traffic_signals',b'regular'
557789815,b'highway',b'traffic_signals',b'regular'
557789818,b'highway',b'traffic_signals',b'regular'
557789819,b'highway',b'traffic_signals',b'regular'
557789862,b'highway',b'traffic_signals',b'regular'
557789863,b'highway',b'traffic_signals',b'regular'
557790130,b'noexit',b'yes',b'regular'
557790421,b'highway',b'motorway_junction',b'regular'
557790421,b'name',b'M45 Nandi Dr',b'regular'
557790421,b'ref',b'174',b'regular'
557790487,b'noexit',b'yes',b'regular'
557790992,b'noexit',b'yes',b'regular'
557791208,b'source',b'eThekwini Metro',b'regular'
557791563,b'highway',b'turning_circle',b'regular'
557791724,b'highway',b'turning_circle',b'regular'
557791772,b'noexit',b'yes',b'regular'
558422117,b'noexit',b'yes',b'regular'
558422988,b'highway',b'turning_circle',b'regular'
558422993,b'highway',b'turning_circle',b'regular'
558423074,b'highway',b'turning_circle',b'regular'
558423932,b'highway',b'turning_circle',b'regular'
558424075,b'highway',b'turning_circle',b'regular'
558616756,b'barrier',b'lift_gate',b'regular'
558616756,b'bicycle',b'yes',b'regular'
558616756,b'foot',b'yes',b'regular'
558616756,b'motorcar',b'yes',b'regular'
558616756,b'motorcycle',b'yes',b'regular'
558616757,b'barrier',b'lift_gate',b'regular'
558616757,b'bicycle',b'yes',b'regular'
558616757,b'foot',b'yes',b'regular'
558616757,b'motorcar',b'yes',b'regular'
558616757,b'motorcycle',b'yes',b'regular'
558616911,b'highway',b'traffic_signals',b'regular'
559512475,b'source',b'eThekwini Metro',b'regular'
559512582,b'source',b'eThekwini Metro',b'regular'
559512656,b'source',b'eThekwini Metro',b'regular'
559512806,b'source',b'eThekwini Metro',b'regular'
559512814,b'source',b'eThekwini Metro',b'regular'
559512824,b'source',b'eThekwini Metro',b'regular'
560301690,b'highway',b'turning_circle',b'regular'
560301797,b'highway',b'turning_circle',b'regular'
560399305,b'noexit',b'yes',b'regular'
560427669,b'noexit',b'yes',b'regular'
560429815,b'highway',b'turning_circle',b'regular'
560429816,b'highway',b'turning_circle',b'regular'
560435262,b'noexit',b'yes',b'regular'
560435686,b'noexit',b'yes',b'regular'
560440962,b'crossing',b'traffic_signals',b'regular'
560440962,b'highway',b'crossing',b'regular'
560440966,b'crossing',b'traffic_signals',b'regular'
560440966,b'highway',b'traffic_signals',b'regular'
560449453,b'highway',b'turning_circle',b'regular'
560451249,b'highway',b'turning_circle',b'regular'
560451405,b'crossing',b'zebra',b'regular'
560451405,b'highway',b'crossing',b'regular'
560640745,b'highway',b'traffic_signals',b'regular'
560640746,b'highway',b'traffic_signals',b'regular'
560642544,b'highway',b'motorway_junction',b'regular'
560644199,b'highway',b'turning_circle',b'regular'
560644248,b'highway',b'turning_circle',b'regular'
560646006,b'highway',b'turning_circle',b'regular'
560646565,b'highway',b'turning_circle',b'regular'
560646573,b'highway',b'turning_circle',b'regular'
560648296,b'highway',b'turning_circle',b'regular'
560648302,b'highway',b'turning_circle',b'regular'
561446185,b'highway',b'turning_circle',b'regular'
561520637,b'noexit',b'yes',b'regular'
561527034,b'source',b'eThekwini Metro',b'regular'
561527035,b'source',b'eThekwini Metro',b'regular'
561527036,b'source',b'eThekwini Metro',b'regular'
561527046,b'source',b'eThekwini Metro',b'regular'
561527048,b'source',b'eThekwini Metro',b'regular'
561527050,b'source',b'eThekwini Metro',b'regular'
561527054,b'source',b'eThekwini Metro',b'regular'
561529141,b'noexit',b'yes',b'regular'
561533410,b'noexit',b'yes',b'regular'
561533438,b'noexit',b'yes',b'regular'
563756240,b'noexit',b'yes',b'regular'
563756862,b'noexit',b'yes',b'regular'
563756969,b'noexit',b'yes',b'regular'
563756973,b'noexit',b'yes',b'regular'
563757024,b'noexit',b'yes',b'regular'
563757038,b'noexit',b'yes',b'regular'
563757192,b'noexit',b'yes',b'regular'
563757207,b'noexit',b'yes',b'regular'
563757208,b'noexit',b'yes',b'regular'
563757220,b'noexit',b'yes',b'regular'
563757406,b'noexit',b'yes',b'regular'
563757416,b'noexit',b'yes',b'regular'
563757424,b'noexit',b'yes',b'regular'
563757431,b'noexit',b'yes',b'regular'
563757628,b'noexit',b'yes',b'regular'
563757630,b'noexit',b'yes',b'regular'
563757655,b'noexit',b'yes',b'regular'
563757686,b'noexit',b'yes',b'regular'
563757690,b'noexit',b'yes',b'regular'
563757722,b'noexit',b'yes',b'regular'
563757727,b'noexit',b'yes',b'regular'
563757729,b'noexit',b'yes',b'regular'
563757755,b'noexit',b'yes',b'regular'
563757757,b'noexit',b'yes',b'regular'
563758817,b'noexit',b'yes',b'regular'
563763230,b'source',b'eThekwini Metro',b'regular'
563765431,b'highway',b'turning_circle',b'regular'
563905083,b'highway',b'traffic_signals',b'regular'
563905085,b'highway',b'traffic_signals',b'regular'
563907041,b'highway',b'traffic_signals',b'regular'
563907057,b'highway',b'traffic_signals',b'regular'
564893517,b'highway',b'turning_circle',b'regular'
564895183,b'highway',b'turning_circle',b'regular'
565037775,b'noexit',b'yes',b'regular'
565037793,b'noexit',b'yes',b'regular'
565038619,b'highway',b'turning_circle',b'regular'
565041175,b'source',b'eThekwini Metro',b'regular'
565041183,b'source',b'eThekwini Metro',b'regular'
565041192,b'source',b'eThekwini Metro',b'regular'
565041208,b'source',b'eThekwini Metro',b'regular'
565041210,b'source',b'eThekwini Metro',b'regular'
565041244,b'source',b'eThekwini Metro',b'regular'
565041266,b'source',b'eThekwini Metro',b'regular'
565041270,b'source',b'eThekwini Metro',b'regular'
565041274,b'source',b'eThekwini Metro',b'regular'
565041278,b'source',b'eThekwini Metro',b'regular'
565041283,b'source',b'eThekwini Metro',b'regular'
565041285,b'source',b'eThekwini Metro',b'regular'
565041293,b'source',b'eThekwini Metro',b'regular'
565041296,b'source',b'eThekwini Metro',b'regular'
565041299,b'source',b'eThekwini Metro',b'regular'
565041303,b'source',b'eThekwini Metro',b'regular'
565041307,b'source',b'eThekwini Metro',b'regular'
565041310,b'source',b'eThekwini Metro',b'regular'
565041315,b'source',b'eThekwini Metro',b'regular'
565041318,b'source',b'eThekwini Metro',b'regular'
565041323,b'source',b'eThekwini Metro',b'regular'
565041325,b'source',b'eThekwini Metro',b'regular'
565041332,b'source',b'eThekwini Metro',b'regular'
565041336,b'source',b'eThekwini Metro',b'regular'
565041345,b'source',b'eThekwini Metro',b'regular'
565041348,b'source',b'eThekwini Metro',b'regular'
565041382,b'source',b'eThekwini Metro',b'regular'
565041388,b'source',b'eThekwini Metro',b'regular'
565041390,b'source',b'eThekwini Metro',b'regular'
565041393,b'source',b'eThekwini Metro',b'regular'
565041396,b'source',b'eThekwini Metro',b'regular'
565041399,b'source',b'eThekwini Metro',b'regular'
565041404,b'source',b'eThekwini Metro',b'regular'
565041479,b'source',b'eThekwini Metro',b'regular'
565041481,b'source',b'eThekwini Metro',b'regular'
565041485,b'source',b'eThekwini Metro',b'regular'
565041488,b'source',b'eThekwini Metro',b'regular'
565041498,b'source',b'eThekwini Metro',b'regular'
565041548,b'source',b'eThekwini Metro',b'regular'
565041559,b'source',b'eThekwini Metro',b'regular'
565041571,b'source',b'eThekwini Metro',b'regular'
565041594,b'source',b'eThekwini Metro',b'regular'
565041606,b'source',b'eThekwini Metro',b'regular'
565041613,b'source',b'eThekwini Metro',b'regular'
565041619,b'source',b'eThekwini Metro',b'regular'
565041636,b'source',b'eThekwini Metro',b'regular'
565041648,b'source',b'eThekwini Metro',b'regular'
565041656,b'source',b'eThekwini Metro',b'regular'
565041664,b'source',b'eThekwini Metro',b'regular'
565041672,b'source',b'eThekwini Metro',b'regular'
565041680,b'source',b'eThekwini Metro',b'regular'
565041687,b'source',b'eThekwini Metro',b'regular'
565041693,b'source',b'eThekwini Metro',b'regular'
565041714,b'source',b'eThekwini Metro',b'regular'
565041720,b'source',b'eThekwini Metro',b'regular'
565041735,b'source',b'eThekwini Metro',b'regular'
565041741,b'source',b'eThekwini Metro',b'regular'
565041750,b'source',b'eThekwini Metro',b'regular'
565041756,b'source',b'eThekwini Metro',b'regular'
565041764,b'source',b'eThekwini Metro',b'regular'
565041770,b'source',b'eThekwini Metro',b'regular'
565041774,b'source',b'eThekwini Metro',b'regular'
565041779,b'source',b'eThekwini Metro',b'regular'
565041784,b'source',b'eThekwini Metro',b'regular'
565041791,b'source',b'eThekwini Metro',b'regular'
565041794,b'source',b'eThekwini Metro',b'regular'
565041799,b'source',b'eThekwini Metro',b'regular'
565041804,b'source',b'eThekwini Metro',b'regular'
565041807,b'source',b'eThekwini Metro',b'regular'
565041815,b'source',b'eThekwini Metro',b'regular'
565041819,b'source',b'eThekwini Metro',b'regular'
565041831,b'source',b'eThekwini Metro',b'regular'
565041834,b'source',b'eThekwini Metro',b'regular'
565041839,b'source',b'eThekwini Metro',b'regular'
565041846,b'source',b'eThekwini Metro',b'regular'
565041851,b'source',b'eThekwini Metro',b'regular'
565041855,b'source',b'eThekwini Metro',b'regular'
565041861,b'source',b'eThekwini Metro',b'regular'
565041866,b'source',b'eThekwini Metro',b'regular'
565041963,b'source',b'eThekwini Metro',b'regular'
565041966,b'source',b'eThekwini Metro',b'regular'
565041970,b'source',b'eThekwini Metro',b'regular'
565041973,b'source',b'eThekwini Metro',b'regular'
566858815,b'highway',b'crossing',b'regular'
566859191,b'highway',b'motorway_junction',b'regular'
566859191,b'ref',b'151',b'regular'
566860338,b'highway',b'mini_roundabout',b'regular'
566860347,b'highway',b'mini_roundabout',b'regular'
566861225,b'highway',b'motorway_junction',b'regular'
